return_id,order_id,seller_id,customer_id,asin,program_type,market,claim_type,category,return_date,resolution_date,resolution_time_days,handling_time_minutes,refund_amount,tracking_status,buyer_seller_comm_flag,agent_code,fraud_probability,fraud_flag,fraud_reason,status
1,1,31,2547,ASIN000053,SAFE-T,EU,DNOTR,Books,2023-09-26,2023-10-05,9,4,82.38,Delivered,False,AG056,0.6650826580750869,1,DNOTR | HighSellerRefundRate,Resolved
9049,41351,735,3304,ASIN001022,SAFE-T,NAM,MattDiff,Toys,2024-03-25,2024-03-27,2,3,122.89,Returned,True,AG049,0.2726453426401331,0,MinorIssue | HighSellerRefundRate,Resolved
9050,41359,498,4931,ASIN001201,OP,NAM,MattDiff,Electronics,2023-11-27,2023-11-29,2,10,36.64,Delivered,True,AG068,0.30103203864827516,0,MinorIssue | Electronics,Pending
9051,41362,446,4100,ASIN001629,OP,EU,Wrong Item,Toys,2024-05-23,2024-05-27,4,9,119.03,Delivered,False,AG046,0.48476902532343535,0,WrongItem | HighSellerRefundRate,Escalated
9052,41370,541,2052,ASIN000041,OTC,EU,MattDiff,Books,2023-10-09,2023-10-12,3,7,0.72,Delivered,False,AG017,0.16285859177380804,0,MinorIssue | HighSellerRefundRate,Resolved
9053,41385,772,1669,ASIN000760,SAFE-T,EU,RNOTR,Apparel,2023-07-14,2023-07-20,6,3,73.85,Delivered,True,AG021,0.638555072243096,1,RNOTR | HighSellerRefundRate,Resolved
9054,41388,229,1809,ASIN001555,SAFE-T,EU,RNOTR,Beauty,2024-04-03,2024-04-07,4,3,35.23,Returned,True,AG079,0.6000505673768937,1,RNOTR | NonReturnableCat,Resolved
9055,41390,255,2190,ASIN000976,SAFE-T,NAM,Not As Described,Beauty,2023-09-13,2023-09-16,3,5,0.0,Delivered,True,AG039,0.2844735212437386,0,MinorIssue | NonReturnableCat,Resolved
9056,41391,179,1783,ASIN000801,OTC,EU,Damaged,Home & Kitchen,2024-01-30,2024-02-02,3,6,1.8,Returned,True,AG004,0.181527457118292,0,MinorIssue | HighSellerRefundRate,Resolved
9057,41394,367,2001,ASIN000210,SAFE-T,EU,Not As Described,Electronics,2023-08-28,2023-08-31,3,5,19.08,Delivered,True,AG071,0.3206945186608707,0,MinorIssue | Electronics,Resolved
9058,41399,390,4493,ASIN000904,OTC,EU,Wrong Item,Beauty,2024-02-12,2024-02-17,5,7,2.38,Returned,False,AG063,0.5031868987024156,1,WrongItem | NonReturnableCat,Escalated
9059,41401,529,665,ASIN001571,OP,NAM,MattDiff,Electronics,2023-07-21,2023-07-24,3,11,36.15,Delivered,True,AG044,0.3084299631250438,0,MinorIssue | Electronics,Resolved
9060,41402,404,2188,ASIN001425,OTC,EU,MattDiff,Toys,2024-07-30,2024-08-03,4,7,24.02,Lost,True,AG005,0.18433984980927703,0,MinorIssue | HighSellerRefundRate,Resolved
9061,41405,175,615,ASIN000998,OTC,EU,Not As Described,Toys,2024-08-11,2024-08-15,4,7,24.09,Delivered,True,AG062,0.15895329225677435,0,MinorIssue | HighSellerRefundRate,Pending
9062,41417,809,1094,ASIN001982,OTC,NAM,Damaged,Beauty,2023-03-19,2023-03-21,2,7,0.0,Returned,True,AG059,0.26193902103517847,0,MinorIssue | NonReturnableCat,Escalated
9063,41421,724,848,ASIN001458,OP,EU,Damaged,Electronics,2024-02-26,2024-02-28,2,11,84.94,Delivered,False,AG068,0.5302963980774134,1,MinorIssue | Electronics,Resolved
9064,41424,996,1718,ASIN001016,OP,NAM,Not As Described,Books,2024-03-30,2024-04-03,4,11,21.76,Delivered,False,AG064,0.16209617603928983,0,MinorIssue | HighSellerRefundRate,Resolved
9065,41428,72,200,ASIN001531,OTC,NAM,Counterfeit,Toys,2023-09-18,2023-09-22,4,7,12.74,Delivered,True,AG004,0.33000241913134115,0,Counterfeit | HighSellerRefundRate,Pending
9066,41431,330,2789,ASIN000201,OP,NAM,RNOTR,Apparel,2023-03-14,2023-03-19,5,15,231.03,Delivered,True,AG026,0.612196000678609,1,RNOTR | HighSellerRefundRate,Resolved
9067,41433,147,1113,ASIN001690,SAFE-T,EU,Wrong Item,Beauty,2023-04-11,2023-04-15,4,4,26.23,Delivered,True,AG077,0.4950557234707522,0,WrongItem | NonReturnableCat,Resolved
9068,41434,415,2908,ASIN001723,OTC,EU,RNOTR,Electronics,2024-02-09,2024-02-17,8,6,261.75,Delivered,True,AG027,0.771620630364048,1,RNOTR | Electronics,Resolved
9069,41438,365,4365,ASIN001077,SAFE-T,EU,Damaged,Beauty,2024-07-06,2024-07-09,3,5,0.0,Delivered,True,AG021,0.2898597094161087,0,MinorIssue | NonReturnableCat,Resolved
9070,41439,791,336,ASIN000953,SAFE-T,NAM,RNOTR,Books,2024-02-16,2024-02-22,6,3,230.57,Delivered,False,AG074,0.8668270138612085,1,RNOTR | HighSellerRefundRate,Resolved
9071,41443,523,807,ASIN000167,OTC,EU,MattDiff,Toys,2023-12-24,2023-12-28,4,6,38.34,Returned,True,AG003,0.1557585625766487,0,MinorIssue | HighSellerRefundRate,Resolved
9072,41444,706,829,ASIN000768,SAFE-T,EU,DNOTR,Toys,2023-10-05,2023-10-13,8,3,130.74,Delivered,True,AG048,0.684631277651505,1,DNOTR | HighSellerRefundRate,Resolved
9073,41445,736,2895,ASIN001055,SAFE-T,EU,MattDiff,Electronics,2024-06-04,2024-06-08,4,5,16.17,Delivered,True,AG061,0.3015425196497273,0,MinorIssue | Electronics,Escalated
9074,41454,83,2072,ASIN000312,OP,NAM,Not As Described,Books,2023-03-05,2023-03-08,3,12,45.6,Delivered,False,AG014,0.1611996501305999,0,MinorIssue | HighSellerRefundRate,Escalated
9075,41456,407,330,ASIN000535,SAFE-T,NAM,Damaged,Electronics,2023-11-24,2023-11-27,3,2,11.67,Delivered,False,AG031,0.30846461400932357,0,MinorIssue | Electronics,Resolved
9076,41462,259,2141,ASIN000294,SAFE-T,NAM,RNOTR,Home & Kitchen,2024-03-19,2024-03-24,5,3,28.43,Delivered,False,AG054,0.5137509878241361,1,RNOTR | HighSellerRefundRate,Resolved
9077,41463,122,1225,ASIN000248,OP,EU,MattDiff,Electronics,2024-06-12,2024-06-16,4,17,5.88,Lost,True,AG044,0.3316639777667861,0,MinorIssue | Electronics,Pending
9078,41466,953,3840,ASIN001191,SAFE-T,NAM,DNOTR,Beauty,2023-02-28,2023-03-09,9,5,173.65,Delivered,True,AG001,0.786014700609774,1,DNOTR | NonReturnableCat,Resolved
9079,41476,52,1060,ASIN000700,SAFE-T,EU,Damaged,Electronics,2024-06-18,2024-06-22,4,3,0.64,Returned,False,AG071,0.31631018671998407,0,MinorIssue | Electronics,Resolved
9080,41478,294,4568,ASIN000616,SAFE-T,NAM,Wrong Item,Books,2023-11-14,2023-11-18,4,3,26.38,Delivered,False,AG039,0.29753728684080133,0,WrongItem | HighSellerRefundRate,Resolved
9081,41489,372,2052,ASIN001774,OP,NAM,DNOTR,Beauty,2024-09-14,2024-09-21,7,8,21.94,Delivered,False,AG025,0.7674888944004528,1,DNOTR | NonReturnableCat,Resolved
9082,41495,994,1657,ASIN000472,OTC,NAM,Not As Described,Books,2024-01-30,2024-02-03,4,7,22.56,Delivered,False,AG070,0.15460035051198173,0,MinorIssue | HighSellerRefundRate,Resolved
9083,41496,939,4550,ASIN001651,OP,NAM,Not As Described,Apparel,2023-08-03,2023-08-08,5,7,5.08,Delivered,False,AG014,0.3341707670045329,0,MinorIssue | HighSellerRefundRate,Resolved
9084,41497,648,4514,ASIN001265,OTC,EU,Counterfeit,Home & Kitchen,2024-01-02,2024-01-06,4,7,18.06,Delivered,True,AG058,0.30568593749773687,0,Counterfeit | HighSellerRefundRate,Resolved
9085,41503,293,1796,ASIN001367,OP,EU,RNOTR,Electronics,2024-06-05,2024-06-11,6,12,342.82,Delivered,True,AG025,0.7610702619529263,1,RNOTR | Electronics,Resolved
9086,41504,257,72,ASIN000399,OTC,EU,Not As Described,Home & Kitchen,2023-08-09,2023-08-11,2,8,12.78,Delivered,True,AG041,0.17481188506606918,0,MinorIssue | HighSellerRefundRate,Resolved
9087,41510,754,3258,ASIN000951,OTC,NAM,RNOTR,Apparel,2023-12-30,2024-01-07,8,8,45.06,Returned,False,AG009,0.5201932445256912,1,RNOTR | HighSellerRefundRate,Resolved
9088,41512,367,763,ASIN001930,OTC,EU,Damaged,Home & Kitchen,2024-01-17,2024-01-21,4,6,4.65,Delivered,True,AG066,0.15776566519904772,0,MinorIssue | HighSellerRefundRate,Pending
9089,41513,831,2955,ASIN001335,SAFE-T,NAM,Not As Described,Apparel,2023-03-01,2023-03-06,5,4,8.04,Delivered,False,AG049,0.42321220130423814,0,MinorIssue | HighSellerRefundRate,Resolved
9090,41516,523,863,ASIN001097,OTC,EU,DNOTR,Electronics,2024-07-08,2024-07-16,8,6,33.22,Delivered,False,AG053,0.7382486814676098,1,DNOTR | Electronics,Resolved
9091,41523,771,2817,ASIN001602,SAFE-T,NAM,MattDiff,Electronics,2023-12-12,2023-12-16,4,4,108.77,Returned,True,AG074,0.4082785621766613,0,MinorIssue | Electronics,Resolved
9092,41524,330,3319,ASIN001855,SAFE-T,NAM,MattDiff,Apparel,2024-01-25,2024-01-29,4,4,125.46,Returned,True,AG054,0.2585878107693041,0,MinorIssue | HighSellerRefundRate,Resolved
9093,41528,81,4503,ASIN001248,OP,EU,MattDiff,Electronics,2024-03-15,2024-03-19,4,10,134.59,Delivered,False,AG052,0.6564195602021677,1,MinorIssue | Electronics,Resolved
9094,41531,399,3672,ASIN001050,SAFE-T,EU,Damaged,Home & Kitchen,2024-09-21,2024-09-23,2,4,10.62,Delivered,False,AG073,0.16816743835023507,0,MinorIssue | HighSellerRefundRate,Resolved
9095,41534,885,863,ASIN001745,SAFE-T,EU,MattDiff,Electronics,2024-08-30,2024-09-02,3,3,189.87,Delivered,True,AG069,0.40789798573268016,0,MinorIssue | Electronics,Resolved
9096,41535,898,2777,ASIN000473,SAFE-T,EU,Damaged,Apparel,2023-10-06,2023-10-10,4,5,158.68,Returned,True,AG077,0.27992073454153105,0,MinorIssue | HighSellerRefundRate,Pending
9097,41537,448,130,ASIN001976,SAFE-T,EU,Not As Described,Electronics,2023-09-29,2023-10-03,4,5,397.31,Lost,True,AG071,0.4082391291538548,0,MinorIssue | Electronics,Resolved
9098,41544,515,413,ASIN001772,SAFE-T,NAM,Not As Described,Beauty,2024-02-09,2024-02-14,5,4,126.48,Delivered,True,AG049,0.3889057883943182,0,MinorIssue | NonReturnableCat,Resolved
9099,41549,912,2045,ASIN000726,OTC,NAM,Counterfeit,Toys,2023-04-28,2023-05-01,3,7,94.04,Delivered,False,AG063,0.5279976081273987,1,Counterfeit | HighSellerRefundRate,Resolved
9100,41551,72,2056,ASIN001648,SAFE-T,NAM,Damaged,Books,2023-09-09,2023-09-12,3,4,117.71,Returned,True,AG021,0.2524727393570191,0,MinorIssue | HighSellerRefundRate,Resolved
9101,41552,182,3624,ASIN000300,OTC,NAM,Damaged,Apparel,2024-09-09,2024-09-11,2,6,143.63,Delivered,True,AG041,0.27034599902409195,0,MinorIssue | HighSellerRefundRate,Pending
9102,41553,104,209,ASIN000805,SAFE-T,NAM,MattDiff,Beauty,2023-12-22,2023-12-24,2,4,79.35,Delivered,True,AG032,0.3631524016712682,0,MinorIssue | NonReturnableCat,Resolved
9103,41557,386,283,ASIN001362,OTC,EU,MattDiff,Apparel,2023-06-26,2023-06-30,4,6,3.08,Delivered,True,AG043,0.17301706217492402,0,MinorIssue | HighSellerRefundRate,Resolved
9104,41568,737,904,ASIN000294,SAFE-T,NAM,DNOTR,Home & Kitchen,2024-09-10,2024-09-18,8,4,28.0,Returned,False,AG001,0.3302328322265492,0,DNOTR | HighSellerRefundRate,Resolved
9105,41572,952,3750,ASIN001196,OP,EU,Damaged,Beauty,2024-03-30,2024-04-01,2,8,0.0,Delivered,False,AG007,0.5156258429591173,1,MinorIssue | NonReturnableCat,Resolved
9106,41576,495,2140,ASIN001015,OTC,NAM,MattDiff,Misc,2024-08-26,2024-08-30,4,7,10.41,Returned,False,AG002,0.45921151991880843,0,MinorIssue | NonReturnableCat,Pending
9107,41577,410,1427,ASIN000014,SAFE-T,NAM,DNOTR,Beauty,2024-02-13,2024-02-19,6,3,0.0,Delivered,True,AG001,0.8368622946558393,1,DNOTR | NonReturnableCat,Resolved
9108,41579,429,4389,ASIN000666,OTC,NAM,Damaged,Apparel,2024-06-03,2024-06-05,2,8,42.88,Returned,False,AG018,0.17552328463932326,0,MinorIssue | HighSellerRefundRate,Resolved
9109,41584,977,2986,ASIN000386,SAFE-T,NAM,Wrong Item,Electronics,2024-08-28,2024-09-02,5,4,52.44,Lost,False,AG045,0.6960110713220872,1,WrongItem | Electronics,Resolved
9110,41595,734,3639,ASIN001813,OP,NAM,Damaged,Apparel,2023-07-24,2023-07-28,4,13,192.36,Returned,True,AG068,0.2724989618519501,0,MinorIssue | HighSellerRefundRate,Resolved
9111,41597,17,2250,ASIN001191,OTC,NAM,MattDiff,Beauty,2023-03-15,2023-03-19,4,8,0.0,Delivered,True,AG040,0.252496526691563,0,MinorIssue | NonReturnableCat,Resolved
9112,41601,391,2472,ASIN001415,OTC,EU,Damaged,Toys,2024-09-12,2024-09-16,4,7,8.84,Delivered,True,AG027,0.17192056864461594,0,MinorIssue | HighSellerRefundRate,Resolved
9113,41603,644,229,ASIN001299,SAFE-T,NAM,Not As Described,Apparel,2023-08-09,2023-08-13,4,4,34.81,Delivered,True,AG076,0.32614819549827617,0,MinorIssue | HighSellerRefundRate,Resolved
9114,41610,82,1476,ASIN000879,SAFE-T,EU,Not As Described,Home & Kitchen,2023-10-07,2023-10-09,2,4,566.81,Delivered,True,AG050,0.26097230047053754,0,MinorIssue | HighSellerRefundRate,Resolved
9115,41619,806,3264,ASIN001731,OTC,EU,Not As Described,Apparel,2023-05-19,2023-05-21,2,7,0.83,Delivered,True,AG075,0.16003654977002105,0,MinorIssue | HighSellerRefundRate,Resolved
9116,41628,36,3037,ASIN001517,SAFE-T,EU,Damaged,Home & Kitchen,2024-03-24,2024-03-27,3,4,5.61,Delivered,True,AG016,0.18973549088265904,0,MinorIssue | HighSellerRefundRate,Pending
9117,41631,78,854,ASIN000124,SAFE-T,NAM,RNOTR,Misc,2023-02-19,2023-02-26,7,4,0.0,Delivered,True,AG008,0.6271086947472749,1,RNOTR | NonReturnableCat,Resolved
9118,41632,849,1837,ASIN000562,SAFE-T,NAM,MattDiff,Electronics,2024-07-11,2024-07-13,2,6,8.91,Returned,True,AG078,0.31515131259344226,0,MinorIssue | Electronics,Resolved
9119,41636,873,4167,ASIN000441,OTC,EU,DNOTR,Beauty,2024-02-14,2024-02-22,8,7,0.0,Delivered,True,AG037,0.6828703238386574,1,DNOTR | NonReturnableCat,Resolved
9120,41646,571,1869,ASIN000294,SAFE-T,NAM,Counterfeit,Home & Kitchen,2024-04-02,2024-04-06,4,4,26.57,Delivered,True,AG035,0.3389150416831228,0,Counterfeit | HighSellerRefundRate,Resolved
9121,41647,203,2089,ASIN000236,OTC,NAM,MattDiff,Misc,2024-06-03,2024-06-05,2,6,18.68,Returned,False,AG027,0.46478084045112444,0,MinorIssue | NonReturnableCat,Resolved
9122,41649,515,2827,ASIN001628,OP,NAM,RNOTR,Electronics,2024-01-10,2024-01-15,5,10,78.35,Delivered,True,AG026,0.7501334822370136,1,RNOTR | Electronics,Resolved
9123,41650,551,1023,ASIN001123,OP,NAM,Damaged,Electronics,2024-06-02,2024-06-05,3,8,446.92,Delivered,True,AG025,0.43041549983198885,0,MinorIssue | Electronics,Pending
9124,41653,895,2609,ASIN000328,SAFE-T,EU,MattDiff,Electronics,2024-03-10,2024-03-14,4,3,2.78,Returned,True,AG056,0.3047253895139619,0,MinorIssue | Electronics,Resolved
9125,41654,169,1462,ASIN000735,SAFE-T,NAM,RNOTR,Apparel,2024-10-21,2024-10-27,6,4,6.31,Delivered,True,AG047,0.514351126553103,1,RNOTR | HighSellerRefundRate,Resolved
9126,41657,141,2770,ASIN000709,OTC,EU,DNOTR,Home & Kitchen,2024-10-05,2024-10-13,8,7,63.02,Delivered,True,AG034,0.5694675608516336,1,DNOTR | HighSellerRefundRate,Resolved
9127,41662,193,1554,ASIN001515,OTC,EU,Damaged,Electronics,2023-11-16,2023-11-19,3,7,15.15,Delivered,False,AG072,0.33112232996248825,0,MinorIssue | Electronics,Resolved
9128,41668,952,3429,ASIN001090,OTC,EU,Damaged,Apparel,2023-08-26,2023-08-28,2,7,20.51,Delivered,False,AG066,0.43080184351852974,0,MinorIssue | HighSellerRefundRate,Resolved
9129,41675,172,3971,ASIN000876,SAFE-T,NAM,RNOTR,Apparel,2024-05-08,2024-05-12,4,5,26.93,Returned,False,AG032,0.25625264574521023,0,RNOTR | HighSellerRefundRate,Resolved
9130,41680,431,1561,ASIN001177,OP,NAM,Damaged,Beauty,2023-05-19,2023-05-22,3,15,0.0,Delivered,False,AG025,0.26314150445974077,0,MinorIssue | NonReturnableCat,Resolved
9131,41683,666,3141,ASIN000106,SAFE-T,NAM,RNOTR,Beauty,2024-03-27,2024-04-01,5,5,0.0,Delivered,False,AG045,0.630443157950249,1,RNOTR | NonReturnableCat,Resolved
9132,41689,348,2795,ASIN000486,OTC,NAM,Damaged,Electronics,2023-01-23,2023-01-26,3,6,3.4,Lost,True,AG037,0.32289766890491955,0,MinorIssue | Electronics,Resolved
9133,41691,352,2528,ASIN001325,OTC,EU,DNOTR,Books,2024-07-30,2024-08-06,7,8,103.39,Delivered,False,AG041,0.6893678603673409,1,DNOTR | HighSellerRefundRate,Resolved
9134,41694,48,2606,ASIN000106,OTC,NAM,MattDiff,Beauty,2024-09-26,2024-09-28,2,6,0.97,Delivered,True,AG055,0.37676597973197906,0,MinorIssue | NonReturnableCat,Resolved
9135,41699,477,1086,ASIN001459,OTC,NAM,Counterfeit,Misc,2023-04-13,2023-04-19,6,7,54.39,Delivered,True,AG004,0.5153943653426234,1,Counterfeit | NonReturnableCat,Resolved
9136,41700,257,2668,ASIN000493,OTC,EU,Not As Described,Apparel,2024-08-16,2024-08-18,2,9,8.68,Delivered,True,AG018,0.1844275537600249,0,MinorIssue | HighSellerRefundRate,Resolved
9137,41701,126,4112,ASIN001989,OTC,NAM,Counterfeit,Electronics,2024-01-05,2024-01-09,4,7,516.86,Delivered,False,AG055,0.5537304162611661,1,Counterfeit | Electronics,Resolved
9138,41715,578,1692,ASIN000964,SAFE-T,EU,Damaged,Electronics,2024-04-17,2024-04-20,3,5,72.88,Delivered,True,AG050,0.4050007779021103,0,MinorIssue | Electronics,Resolved
9139,41719,781,4372,ASIN001041,OTC,EU,RNOTR,Apparel,2024-03-04,2024-03-12,8,7,224.2,Delivered,False,AG018,0.7297176457652247,1,RNOTR | HighSellerRefundRate,Resolved
9140,41721,851,4033,ASIN001798,SAFE-T,NAM,Damaged,Home & Kitchen,2023-12-01,2023-12-03,2,4,28.4,Delivered,True,AG078,0.1573195410176717,0,MinorIssue | HighSellerRefundRate,Resolved
9141,41722,815,1228,ASIN000179,SAFE-T,EU,RNOTR,Home & Kitchen,2024-06-10,2024-06-18,8,4,1420.31,Delivered,False,AG079,0.627157231775043,1,RNOTR | HighSellerRefundRate,Resolved
9142,41726,625,4662,ASIN001036,SAFE-T,EU,MattDiff,Books,2023-09-23,2023-09-25,2,5,27.67,Returned,False,AG071,0.18607276737807965,0,MinorIssue | HighSellerRefundRate,Resolved
9143,41727,800,3878,ASIN001846,OTC,EU,Not As Described,Electronics,2023-06-26,2023-07-01,5,8,11.47,Delivered,False,AG059,0.32619118809391867,0,MinorIssue | Electronics,Resolved
9144,41732,404,348,ASIN001925,OTC,EU,MattDiff,Home & Kitchen,2023-10-29,2023-10-31,2,6,19.72,Delivered,True,AG070,0.3068312968611144,0,MinorIssue | HighSellerRefundRate,Resolved
9145,41733,8,1287,ASIN001094,OTC,EU,Wrong Item,Electronics,2024-01-15,2024-01-20,5,8,14.79,Delivered,False,AG063,0.45970481735569146,0,WrongItem | Electronics,Resolved
9146,41737,678,1898,ASIN000917,SAFE-T,NAM,Damaged,Apparel,2024-06-21,2024-06-24,3,5,10.76,Delivered,True,AG074,0.17186882725226996,0,MinorIssue | HighSellerRefundRate,Pending
9147,41739,2,3666,ASIN001392,OTC,EU,RNOTR,Apparel,2023-03-15,2023-03-21,6,8,116.98,Returned,True,AG009,0.36692097746368996,0,RNOTR | HighSellerRefundRate,Escalated
9148,41740,714,3000,ASIN001314,SAFE-T,NAM,MattDiff,Books,2023-07-22,2023-07-24,2,3,57.89,Delivered,False,AG010,0.16589369263065068,0,MinorIssue | HighSellerRefundRate,Resolved
9149,41746,740,3425,ASIN001370,OP,NAM,Not As Described,Home & Kitchen,2024-01-22,2024-01-27,5,11,25.91,Delivered,True,AG014,0.16031296665055217,0,MinorIssue | HighSellerRefundRate,Resolved
9150,41747,200,4795,ASIN001737,SAFE-T,EU,RNOTR,Toys,2023-08-25,2023-08-30,5,3,35.12,Delivered,False,AG010,0.6653219068221942,1,RNOTR | HighSellerRefundRate,Resolved
9151,41753,102,4920,ASIN001372,OP,EU,Not As Described,Electronics,2023-10-13,2023-10-17,4,3,24.04,Delivered,True,AG007,0.3299494988521474,0,MinorIssue | Electronics,Pending
9152,41759,197,1295,ASIN000411,OTC,EU,Counterfeit,Books,2024-04-27,2024-04-30,3,9,20.87,Delivered,True,AG058,0.33877574549765505,0,Counterfeit | HighSellerRefundRate,Resolved
9153,41761,972,1671,ASIN001557,SAFE-T,EU,Wrong Item,Electronics,2024-09-21,2024-09-26,5,3,138.04,Delivered,False,AG013,0.7983868959028608,1,WrongItem | Electronics,Resolved
9154,41762,30,102,ASIN001442,OP,NAM,MattDiff,Beauty,2023-12-27,2023-12-31,4,9,0.0,Delivered,True,AG019,0.2885396187082448,0,MinorIssue | NonReturnableCat,Resolved
9155,41764,299,1362,ASIN000401,OTC,EU,Counterfeit,Beauty,2023-10-07,2023-10-11,4,7,0.0,Lost,True,AG060,0.40823588767183633,0,Counterfeit | NonReturnableCat,Resolved
9156,41770,899,19,ASIN001110,SAFE-T,NAM,Not As Described,Electronics,2024-08-22,2024-08-24,2,4,62.89,Returned,True,AG032,0.32836904181249743,0,MinorIssue | Electronics,Resolved
9157,41771,41,4688,ASIN001702,SAFE-T,NAM,RNOTR,Beauty,2023-04-05,2023-04-12,7,4,0.0,Delivered,False,AG050,0.7517561287866807,1,RNOTR | NonReturnableCat,Resolved
9158,41773,498,2631,ASIN000540,SAFE-T,NAM,Counterfeit,Electronics,2023-03-23,2023-03-26,3,3,16.28,Delivered,True,AG079,0.4789679221036154,0,Counterfeit | Electronics,Resolved
9159,41777,472,4050,ASIN000366,OP,EU,Counterfeit,Electronics,2023-06-21,2023-06-27,6,14,72.22,Delivered,True,AG033,0.557909391253019,1,Counterfeit | Electronics,Resolved
9160,41778,967,2444,ASIN001614,SAFE-T,EU,Counterfeit,Electronics,2023-10-30,2023-11-05,6,4,48.7,Delivered,True,AG045,0.4567624732126725,0,Counterfeit | Electronics,Resolved
9161,41779,664,3238,ASIN001144,SAFE-T,NAM,RNOTR,Electronics,2024-10-23,2024-10-29,6,3,192.9,Delivered,False,AG045,0.7749450212655316,1,RNOTR | Electronics,Pending
9162,41781,459,4683,ASIN001677,OTC,NAM,DNOTR,Apparel,2024-08-06,2024-08-15,9,7,129.38,Delivered,True,AG043,0.6551771607246113,1,DNOTR | HighSellerRefundRate,Resolved
9163,41787,263,1882,ASIN000837,SAFE-T,NAM,Not As Described,Toys,2024-09-22,2024-09-26,4,4,26.38,Lost,False,AG013,0.1728257279774545,0,MinorIssue | HighSellerRefundRate,Resolved
9164,41795,531,4664,ASIN001453,OP,EU,Damaged,Toys,2023-12-29,2023-12-31,2,6,39.56,Delivered,True,AG038,0.18257379607414523,0,MinorIssue | HighSellerRefundRate,Resolved
9165,41799,732,2222,ASIN001801,OP,EU,MattDiff,Toys,2024-05-16,2024-05-19,3,6,3.09,Lost,True,AG014,0.17685224459962018,0,MinorIssue | HighSellerRefundRate,Resolved
9166,41808,933,4944,ASIN001309,OTC,EU,RNOTR,Toys,2023-04-12,2023-04-18,6,6,31.35,Returned,False,AG020,0.28711602844353995,0,RNOTR | HighSellerRefundRate,Resolved
9167,41811,766,4364,ASIN001874,SAFE-T,NAM,MattDiff,Toys,2024-04-10,2024-04-14,4,4,30.62,Delivered,True,AG071,0.1696432139964981,0,MinorIssue | HighSellerRefundRate,Resolved
9168,41813,759,4829,ASIN000334,SAFE-T,EU,Damaged,Misc,2024-01-15,2024-01-19,4,4,17.3,Delivered,True,AG069,0.3503549207115797,0,MinorIssue | NonReturnableCat,Resolved
9169,41814,764,2680,ASIN000265,OTC,EU,Counterfeit,Beauty,2023-06-30,2023-07-05,5,9,0.0,Delivered,False,AG034,0.40987118548266366,0,Counterfeit | NonReturnableCat,Resolved
9170,41820,132,4703,ASIN000360,OP,NAM,MattDiff,Home & Kitchen,2024-09-12,2024-09-15,3,4,152.6,Returned,True,AG015,0.2736597847362947,0,MinorIssue | HighSellerRefundRate,Resolved
9171,41825,653,4885,ASIN001245,OTC,NAM,RNOTR,Beauty,2023-06-07,2023-06-11,4,7,193.65,Delivered,True,AG053,0.7019692689975694,1,RNOTR | NonReturnableCat,Resolved
9172,41826,319,958,ASIN001286,SAFE-T,NAM,RNOTR,Misc,2024-09-03,2024-09-10,7,4,0.0,Returned,False,AG061,0.6193718475849592,1,RNOTR | NonReturnableCat,Resolved
9173,41827,783,620,ASIN001028,SAFE-T,NAM,RNOTR,Electronics,2023-12-10,2023-12-15,5,5,86.85,Delivered,True,AG061,0.7717242627324045,1,RNOTR | Electronics,Escalated
9174,41834,940,3537,ASIN001381,SAFE-T,NAM,Damaged,Electronics,2023-12-20,2023-12-23,3,4,23.13,Delivered,True,AG011,0.3018484899428116,0,MinorIssue | Electronics,Resolved
9175,41836,632,2028,ASIN000714,OTC,EU,Not As Described,Home & Kitchen,2024-05-22,2024-05-25,3,6,46.28,Delivered,True,AG003,0.157095694776704,0,MinorIssue | HighSellerRefundRate,Resolved
9176,41837,578,4655,ASIN000095,SAFE-T,EU,Wrong Item,Books,2024-03-09,2024-03-16,7,3,10.2,Delivered,True,AG078,0.3083007817105462,0,WrongItem | HighSellerRefundRate,Resolved
9177,41847,646,3664,ASIN000879,OP,EU,DNOTR,Home & Kitchen,2023-02-11,2023-02-18,7,11,967.12,Lost,True,AG046,0.4068453193821446,0,DNOTR | HighSellerRefundRate,Resolved
9178,41861,997,2152,ASIN000576,SAFE-T,EU,DNOTR,Apparel,2024-09-12,2024-09-18,6,4,17.19,Returned,True,AG079,0.33900242712820183,0,DNOTR | HighSellerRefundRate,Resolved
9179,41862,76,3477,ASIN000411,OP,EU,MattDiff,Books,2023-08-18,2023-08-20,2,9,10.27,Returned,True,AG044,0.15922700366299514,0,MinorIssue | HighSellerRefundRate,Pending
9180,41869,328,1194,ASIN000659,OTC,EU,Damaged,Home & Kitchen,2023-07-04,2023-07-08,4,6,12.29,Returned,True,AG070,0.1558149033659165,0,MinorIssue | HighSellerRefundRate,Resolved
9181,41873,939,2462,ASIN001995,OP,NAM,MattDiff,Toys,2024-02-18,2024-02-22,4,8,218.95,Returned,True,AG044,0.2787962605369066,0,MinorIssue | HighSellerRefundRate,Resolved
9182,41882,962,18,ASIN001282,OTC,EU,DNOTR,Electronics,2024-08-05,2024-08-13,8,7,47.19,Delivered,False,AG017,0.7286572331298341,1,DNOTR | Electronics,Resolved
9183,41887,790,323,ASIN000402,SAFE-T,EU,MattDiff,Home & Kitchen,2023-06-09,2023-06-11,2,3,4.14,Returned,True,AG045,0.16402038017828158,0,MinorIssue | HighSellerRefundRate,Resolved
